ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	Book
1456-control	"""No, no, of course not; why, he's only poor Noel--a friend of mine.""  When Miss Egerton reached Daisy's and found herself seated in that lady's cosy little drawing-room, with sponge-cakes _ad libitum_ to eat, and Mr Dove sitting by and willing to give up all his time to her benefit, she cheered up wonderfully; a faint color came to her white little cheeks, and Daisy, as she passed the open drawing-room door, heard one or two silvery peals of laughter coming from her lips."	her	467	Miss Egerton	75	TRUE	Daisy	363	FALSE	pg15149 The Palace Beautiful A Story for Girls (by L. T. Meade)
1456-swap-1	"""No, no, of course not; why, she's only poor Miss Egerton--a friend of mine.""  When Noel reached Mr Dove's and found himself seated in that gentleman's cosy little drawing-room, with sponge-cakes _ad libitum_ to eat, and Daisy sitting by and willing to give up all her time to his benefit, he cheered up wonderfully; a faint color came to his white little cheeks, and Mr Dove, as he passed the open drawing-room door, heard one or two silvery peals of laughter coming from his lips."	his	473	Noel	84	TRUE	Mr Dove	368	FALSE	pg15149 The Palace Beautiful A Story for Girls (by L. T. Meade)
1456-swap-2	"""No, no, of course not; why, she's only poor Daisy--a friend of mine.""  When Mr Dove reached Noel's and found himself seated in that gentleman's cosy little drawing-room, with sponge-cakes _ad libitum_ to eat, and Miss Egerton sitting by and willing to give up all her time to his benefit, he cheered up wonderfully; a faint color came to his white little cheeks, and Noel, as he passed the open drawing-room door, heard one or two silvery peals of laughter coming from his lips."	his	470	Mr Dove	77	TRUE	Noel	368	FALSE	pg15149 The Palace Beautiful A Story for Girls (by L. T. Meade)
1459	"She had been weary and anxious, and John thought he detected a gleam of welcome in her glance. At least it pleased him to think so. The stern Suzanne had given him a startled look, but the glance seemed to John less hostile than it used to be.  ""I was told, Miss Lannes,"" said John in English, ""that you had received a letter from your brother, Philip, to meet him here in Chastel."	him	361	John	277	FALSE	Philip	345	TRUE	pg15285 The Hosts of the Air (by Joseph A. Altsheler)
1459-control	"She had been weary and anxious, and Philip thought he detected a gleam of welcome in her glance. At least it pleased him to think so. The stern Miss Lannes had given him a startled look, but the glance seemed to Philip less hostile than it used to be.  ""I was told, Suzanne,"" said Philip in English, ""that you had received a letter from your brother, John, to meet him here in Chastel."	him	365	Philip	281	FALSE	John	351	TRUE	pg15285 The Hosts of the Air (by Joseph A. Altsheler)
1459-swap-1	"He had been weary and anxious, and Miss Lannes thought she detected a gleam of welcome in his glance. At least it pleased her to think so. The stern Philip had given her a startled look, but the glance seemed to Miss Lannes less hostile than it used to be.  ""I was told, John,"" said Miss Lannes in English, ""that you had received a letter from your sister, Suzanne, to meet her here in Chastel."	her	374	Miss Lannes	283	FALSE	Suzanne	357	TRUE	pg15285 The Hosts of the Air (by Joseph A. Altsheler)
1459-swap-2	"He had been weary and anxious, and Suzanne thought she detected a gleam of welcome in his glance. At least it pleased her to think so. The stern John had given her a startled look, but the glance seemed to Suzanne less hostile than it used to be.  ""I was told, Philip,"" said Suzanne in English, ""that you had received a letter from your sister, Miss Lannes, to meet her here in Chastel."	her	366	Suzanne	275	FALSE	Miss Lannes	345	TRUE	pg15285 The Hosts of the Air (by Joseph A. Altsheler)
1465	"""When I see you beginning to help your poor, exhausted mother, and running messages for that overworked slavey--I think you call her Maria--then perhaps I'll do less. And when there's some one else to mend the boys' socks, perhaps I won't offer; but until there is, the less you say about such things the better, Miss Alice Tennant.""  Ben kicked David under the table, and David kicked him back to stay quiet."	him	386	Ben	335	TRUE	David	373	FALSE	pg15839 The Rebel of the School (by Mrs. L. T. Meade)
1465-control	"""When I see you beginning to help your poor, exhausted mother, and running messages for that overworked slavey--I think you call her Miss Alice Tennant--then perhaps I'll do less. And when there's some one else to mend the boys' socks, perhaps I won't offer; but until there is, the less you say about such things the better, Maria.""  David kicked Ben under the table, and Ben kicked him back to stay quiet."	him	384	David	335	TRUE	Ben	373	FALSE	pg15839 The Rebel of the School (by Mrs. L. T. Meade)
1465-swap-1	"""When I see you beginning to help your poor, exhausted father, and running messages for that overworked slavey--I think you call him David--then perhaps I'll do less. And when there's some one else to mend the girls' socks, perhaps I won't offer; but until there is, the less you say about such things the better, Ben.""  Miss Alice Tennant kicked Maria under the table, and Maria kicked her back to stay quiet."	her	387	Miss Alice Tennant	321	TRUE	Maria	374	FALSE	pg15839 The Rebel of the School (by Mrs. L. T. Meade)
1465-swap-2	"""When I see you beginning to help your poor, exhausted father, and running messages for that overworked slavey--I think you call him Ben--then perhaps I'll do less. And when there's some one else to mend the girls' socks, perhaps I won't offer; but until there is, the less you say about such things the better, David.""  Maria kicked Miss Alice Tennant under the table, and Miss Alice Tennant kicked her back to stay quiet."	her	400	Maria	321	TRUE	Miss Alice Tennant	374	FALSE	pg15839 The Rebel of the School (by Mrs. L. T. Meade)
1466	Ben kicked David under the table, and David kicked him back to stay quiet. Altogether the breakfast was a noisy one.  Kathleen went to school quite prepared to carry out her promise to Susy Hopkins. She had neatly packed the little Irish diamond brooch in a box, and had slipped under it a tiny note:	She	199	Kathleen	118	TRUE	Susy Hopkins	185	FALSE	pg15839 The Rebel of the School (by Mrs. L. T. Meade)
1466-control	David kicked Ben under the table, and Ben kicked him back to stay quiet. Altogether the breakfast was a noisy one.  Susy Hopkins went to school quite prepared to carry out her promise to Kathleen. She had neatly packed the little Irish diamond brooch in a box, and had slipped under it a tiny note:	She	197	Susy Hopkins	116	TRUE	Kathleen	187	FALSE	pg15839 The Rebel of the School (by Mrs. L. T. Meade)
1466-swap-1	Kathleen kicked Susy Hopkins under the table, and Susy Hopkins kicked her back to stay quiet. Altogether the breakfast was a noisy one.  Ben went to school quite prepared to carry out his promise to David. He had neatly packed the little Irish diamond brooch in a box, and had slipped under it a tiny note:	He	206	Ben	137	TRUE	David	199	FALSE	pg15839 The Rebel of the School (by Mrs. L. T. Meade)
1466-swap-2	Susy Hopkins kicked Kathleen under the table, and Kathleen kicked her back to stay quiet. Altogether the breakfast was a noisy one.  David went to school quite prepared to carry out his promise to Ben. He had neatly packed the little Irish diamond brooch in a box, and had slipped under it a tiny note:	He	202	David	133	TRUE	Ben	197	FALSE	pg15839 The Rebel of the School (by Mrs. L. T. Meade)
1467	"Indeed, but I would. And now I must consider whom I am to give the other things to.""  When Kathleen had finally parcelled out her treasures there was not such a great deal left for herself, for this girl and the other who had taken her fancy were all allotted a treasure out of that famous box. And there was a thick albert chain made of solid silver for Ben, and a keyless silver watch for David; and what could boys possibly want more? Kathleen had remembered all her friends, and Aunt Katie O'Flynn was more than willing to carry out her request."	her	537	Kathleen	438	TRUE	Aunt Katie O'Flynn	483	FALSE	pg15839 The Rebel of the School (by Mrs. L. T. Meade)
1467-control	"Indeed, but I would. And now I must consider whom I am to give the other things to.""  When Aunt Katie O'Flynn had finally parcelled out her treasures there was not such a great deal left for herself, for this girl and the other who had taken her fancy were all allotted a treasure out of that famous box. And there was a thick albert chain made of solid silver for David, and a keyless silver watch for Ben; and what could boys possibly want more? Aunt Katie O'Flynn had remembered all her friends, and Kathleen was more than willing to carry out her request."	her	547	Aunt Katie O'Flynn	448	TRUE	Kathleen	503	FALSE	pg15839 The Rebel of the School (by Mrs. L. T. Meade)
1467-swap-1	"Indeed, but I would. And now I must consider whom I am to give the other things to.""  When Ben had finally parcelled out his treasures there was not such a great deal left for himself, for this boy and the other who had taken his fancy were all allotted a treasure out of that famous box. And there was a thick albert chain made of solid silver for Kathleen, and a keyless silver watch for Aunt Katie O'Flynn; and what could girls possibly want more? Ben had remembered all his friends, and David was more than willing to carry out his request."	his	532	Ben	451	TRUE	David	491	FALSE	pg15839 The Rebel of the School (by Mrs. L. T. Meade)
1467-swap-2	"Indeed, but I would. And now I must consider whom I am to give the other things to.""  When David had finally parcelled out his treasures there was not such a great deal left for himself, for this boy and the other who had taken his fancy were all allotted a treasure out of that famous box. And there was a thick albert chain made of solid silver for Aunt Katie O'Flynn, and a keyless silver watch for Kathleen; and what could girls possibly want more? David had remembered all his friends, and Ben was more than willing to carry out his request."	his	534	David	453	TRUE	Ben	495	FALSE	pg15839 The Rebel of the School (by Mrs. L. T. Meade)
1476	However you eat them, tongue and chicken and new bread are very good things, and no one minds being sprinkled a little with soda-water on a really fine hot day. So that everyone enjoyed the dinner very much indeed, and everyone ate as much as it possibly could: first, because it was extremely hungry; and secondly, because, as I said, tongue and chicken and new bread are very nice.  Now, I daresay you will have noticed that if you have to wait for your dinner till long after the proper time, and then eat a great deal more dinner than usual, and sit in the hot sun on the top of a church-tower--or even anywhere else--you become soon and strangely sleepy. Now Anthea and Jane and Cyril and Robert were very like you in many ways, and when they had eaten all they could, and drunk all there was, they became sleepy, strangely and soon--especially Anthea, because she had gotten up so early.	she	866	Jane	675	FALSE	Anthea	850	TRUE	pg17314 Five Children and It (by E. Nesbit)
1476-control	However you eat them, tongue and chicken and new bread are very good things, and no one minds being sprinkled a little with soda-water on a really fine hot day. So that everyone enjoyed the dinner very much indeed, and everyone ate as much as it possibly could: first, because it was extremely hungry; and secondly, because, as I said, tongue and chicken and new bread are very nice.  Now, I daresay you will have noticed that if you have to wait for your dinner till long after the proper time, and then eat a great deal more dinner than usual, and sit in the hot sun on the top of a church-tower--or even anywhere else--you become soon and strangely sleepy. Now Jane and Anthea and Robert and Cyril were very like you in many ways, and when they had eaten all they could, and drunk all there was, they became sleepy, strangely and soon--especially Jane, because she had gotten up so early.	she	864	Anthea	673	FALSE	Jane	850	TRUE	pg17314 Five Children and It (by E. Nesbit)
1476-swap-1	However you eat them, tongue and chicken and new bread are very good things, and no one minds being sprinkled a little with soda-water on a really fine hot day. So that everyone enjoyed the dinner very much indeed, and everyone ate as much as it possibly could: first, because it was extremely hungry; and secondly, because, as I said, tongue and chicken and new bread are very nice.  Now, I daresay you will have noticed that if you have to wait for your dinner till long after the proper time, and then eat a great deal more dinner than usual, and sit in the hot sun on the top of a church-tower--or even anywhere else--you become soon and strangely sleepy. Now Cyril and Robert and Anthea and Jane were very like you in many ways, and when they had eaten all they could, and drunk all there was, they became sleepy, strangely and soon--especially Cyril, because he had gotten up so early.	he	865	Robert	674	FALSE	Cyril	850	TRUE	pg17314 Five Children and It (by E. Nesbit)
1476-swap-2	However you eat them, tongue and chicken and new bread are very good things, and no one minds being sprinkled a little with soda-water on a really fine hot day. So that everyone enjoyed the dinner very much indeed, and everyone ate as much as it possibly could: first, because it was extremely hungry; and secondly, because, as I said, tongue and chicken and new bread are very nice.  Now, I daresay you will have noticed that if you have to wait for your dinner till long after the proper time, and then eat a great deal more dinner than usual, and sit in the hot sun on the top of a church-tower--or even anywhere else--you become soon and strangely sleepy. Now Robert and Cyril and Jane and Anthea were very like you in many ways, and when they had eaten all they could, and drunk all there was, they became sleepy, strangely and soon--especially Robert, because he had gotten up so early.	he	866	Cyril	675	FALSE	Robert	850	TRUE	pg17314 Five Children and It (by E. Nesbit)
1482	Frank went to his chambers, where George Lechmere had driven with the luggage. The next morning he went early to Lady Greendale's, so early that he found her and Bertha at breakfast.	he	96	Frank	0	TRUE	George Lechmere	34	FALSE	pg17436 The Queen's Cup (by G. A. Henty)
1482-control	George Lechmere went to his chambers, where Frank had driven with the luggage. The next morning he went early to Bertha's, so early that he found her and Lady Greendale at breakfast.	he	96	George Lechmere	0	TRUE	Frank	44	FALSE	pg17436 The Queen's Cup (by G. A. Henty)
1482-swap-1	Lady Greendale went to her chambers, where Bertha had driven with the luggage. The next morning she went early to Frank's, so early that she found him and George Lechmere at breakfast.	she	96	Lady Greendale	0	TRUE	Bertha	43	FALSE	pg17436 The Queen's Cup (by G. A. Henty)
1482-swap-2	Bertha went to her chambers, where Lady Greendale had driven with the luggage. The next morning she went early to George Lechmere's, so early that she found him and Frank at breakfast.	she	96	Bertha	0	TRUE	Lady Greendale	35	FALSE	pg17436 The Queen's Cup (by G. A. Henty)
1483	Frank went to his chambers, where George Lechmere had driven with the luggage. The next morning he went early to Lady Greendale's, so early that he found her and Bertha at breakfast.	he	145	Frank	0	TRUE	George Lechmere	34	FALSE	pg17436 The Queen's Cup (by G. A. Henty)
1483-control	George Lechmere went to his chambers, where Frank had driven with the luggage. The next morning he went early to Bertha's, so early that he found her and Lady Greendale at breakfast.	he	137	George Lechmere	0	TRUE	Frank	44	FALSE	pg17436 The Queen's Cup (by G. A. Henty)
1483-swap-1	Lady Greendale went to her chambers, where Bertha had driven with the luggage. The next morning she went early to Frank's, so early that she found him and George Lechmere at breakfast.	she	137	Lady Greendale	0	TRUE	Bertha	43	FALSE	pg17436 The Queen's Cup (by G. A. Henty)
1483-swap-2	Bertha went to her chambers, where Lady Greendale had driven with the luggage. The next morning she went early to George Lechmere's, so early that she found him and Frank at breakfast.	she	147	Bertha	0	TRUE	Lady Greendale	35	FALSE	pg17436 The Queen's Cup (by G. A. Henty)
1484	"""What is it, George? Anything wrong with the cellar?""  ""No, sir, it is not that. The fact is that Anna Parsons, Miss Greendale's maid, you know, and I, have settled to get married, too.""  ""Capital, George, I am heartily glad of it,"" Frank said, shaking him warmly by the hand."	him	253	George	198	TRUE	Frank	233	FALSE	pg17436 The Queen's Cup (by G. A. Henty)
1484-control	"""What is it, Frank? Anything wrong with the cellar?""  ""No, sir, it is not that. The fact is that Miss Greendale, Anna Parsons's maid, you know, and I, have settled to get married, too.""  ""Capital, Frank, I am heartily glad of it,"" George said, shaking him warmly by the hand."	him	252	Frank	197	TRUE	George	231	FALSE	pg17436 The Queen's Cup (by G. A. Henty)
1484-swap-1	"""What is it, Anna Parsons? Anything wrong with the cellar?""  ""No, ma'am, it is not that. The fact is that George, Frank's houseboy, you know, and I, have settled to get married, too.""  ""Capital, Anna Parsons, I am heartily glad of it,"" Miss Greendale said, shaking her warmly by the hand."	her	265	Anna Parsons	195	TRUE	Miss Greendale	236	FALSE	pg17436 The Queen's Cup (by G. A. Henty)
1484-swap-2	"""What is it, Miss Greendale? Anything wrong with the cellar?""  ""No, ma'am, it is not that. The fact is that Frank, George's houseboy, you know, and I, have settled to get married, too.""  ""Capital, Miss Greendale, I am heartily glad of it,"" Anna Parsons said, shaking her warmly by the hand."	her	267	Miss Greendale	197	TRUE	Anna Parsons	240	FALSE	pg17436 The Queen's Cup (by G. A. Henty)
1490	And Joanna had a little regret that Mr Jardine should, like most men, be caught with Polly Musgrave; not that Joanna did not admire Polly, though she was her antithesis, and count her handsome and brilliant in her way, like any sun-loving dahlia or hollyhock; but Joanna had no enthusiasm in her admiration of Polly, and she had a little enthusiasm in her estimation of Harry Jardine.	she	146	Joanna	110	FALSE	Polly	132	TRUE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1490-control	And Polly Musgrave had a little regret that Harry Jardine should, like most men, be caught with Joanna; not that Polly Musgrave did not admire Joanna, though she was her antithesis, and count her handsome and brilliant in her way, like any sun-loving dahlia or hollyhock; but Polly Musgrave had no enthusiasm in her admiration of Joanna, and she had a little enthusiasm in her estimation of Mr Jardine.	she	158	Polly Musgrave	113	FALSE	Joanna	143	TRUE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1490-swap-1	And Mr Jardine had a little regret that Joanna should, like most women, be caught with Harry Jardine; not that Mr Jardine did not admire Harry Jardine, though he was his antithesis, and count him handsome and brilliant in his way, like any sun-loving dahlia or hollyhock; but Mr Jardine had no enthusiasm in his admiration of Harry Jardine, and he had a little enthusiasm in his estimation of Polly Musgrave.	he	159	Mr Jardine	111	FALSE	Harry Jardine	137	TRUE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1490-swap-2	And Harry Jardine had a little regret that Polly Musgrave should, like most women, be caught with Mr Jardine; not that Harry Jardine did not admire Mr Jardine, though he was his antithesis, and count him handsome and brilliant in his way, like any sun-loving dahlia or hollyhock; but Harry Jardine had no enthusiasm in his admiration of Mr Jardine, and he had a little enthusiasm in his estimation of Joanna.	he	167	Harry Jardine	119	FALSE	Mr Jardine	148	TRUE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1493	And Joanna had a little regret that Mr Jardine should, like most men, be caught with Polly Musgrave; not that Joanna did not admire Polly, though she was her antithesis, and count her handsome and brilliant in her way, like any sun-loving dahlia or hollyhock; but Joanna had no enthusiasm in her admiration of Polly, and she had a little enthusiasm in her estimation of Harry Jardine.	she	321	Joanna	264	TRUE	Polly	310	FALSE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1493-control	And Polly Musgrave had a little regret that Harry Jardine should, like most men, be caught with Joanna; not that Polly Musgrave did not admire Joanna, though she was her antithesis, and count her handsome and brilliant in her way, like any sun-loving dahlia or hollyhock; but Polly Musgrave had no enthusiasm in her admiration of Joanna, and she had a little enthusiasm in her estimation of Mr Jardine.	she	342	Polly Musgrave	276	TRUE	Joanna	330	FALSE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1493-swap-1	And Mr Jardine had a little regret that Joanna should, like most women, be caught with Harry Jardine; not that Mr Jardine did not admire Harry Jardine, though he was his antithesis, and count him handsome and brilliant in his way, like any sun-loving dahlia or hollyhock; but Mr Jardine had no enthusiasm in his admiration of Harry Jardine, and he had a little enthusiasm in his estimation of Polly Musgrave.	he	345	Mr Jardine	276	TRUE	Harry Jardine	326	FALSE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1493-swap-2	And Harry Jardine had a little regret that Polly Musgrave should, like most women, be caught with Mr Jardine; not that Harry Jardine did not admire Mr Jardine, though he was his antithesis, and count him handsome and brilliant in his way, like any sun-loving dahlia or hollyhock; but Harry Jardine had no enthusiasm in his admiration of Mr Jardine, and he had a little enthusiasm in his estimation of Joanna.	he	353	Harry Jardine	284	TRUE	Mr Jardine	337	FALSE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1495	"And, again, in the confusion and distraction of Mrs Jardine's feelings, there was her sister Anne haunting her dreams, and reproaching her with having forgotten her; and lastly, one verse in her well-worn Bible was constantly standing out before her aching eyes in letters of fire, and shining into her rebellious but scared heart, ""I will have mercy and not sacrifice.""  It is one thing to have been Christians all our lives, drawn along by a current, only broken by comparatively trivial, every-day temptations, contests and sacrifices, and another thing to wrestle with a decree that all at once confronts and contradicts a master-passion, a deeply-founded verdict, a strongly-rooted opinion whose overthrow will shake the entire framework of our lives.  Mrs Jardine descended the stairs the next morning very pale and exhausted, and for the first time (though she was a widow by a peculiarly sorrowful visitation), with a certain wistful air which Harry had observed in Mr Crawfurd. It touched him--a fiery, dogged man--extremely, in the one case as in the other."	him	998	Harry	952	TRUE	Mr Crawfurd	974	FALSE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1495-control	"And, again, in the confusion and distraction of Anne's feelings, there was her sister Mrs Jardine haunting her dreams, and reproaching her with having forgotten her; and lastly, one verse in her well-worn Bible was constantly standing out before her aching eyes in letters of fire, and shining into her rebellious but scared heart, ""I will have mercy and not sacrifice.""  It is one thing to have been Christians all our lives, drawn along by a current, only broken by comparatively trivial, every-day temptations, contests and sacrifices, and another thing to wrestle with a decree that all at once confronts and contradicts a master-passion, a deeply-founded verdict, a strongly-rooted opinion whose overthrow will shake the entire framework of our lives.  Anne descended the stairs the next morning very pale and exhausted, and for the first time (though she was a widow by a peculiarly sorrowful visitation), with a certain wistful air which Mr Crawfurd had observed in Harry. It touched him--a fiery, dogged man--extremely, in the one case as in the other."	him	991	Mr Crawfurd	945	TRUE	Harry	973	FALSE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1495-swap-1	"And, again, in the confusion and distraction of Harry's feelings, there was his brother Mr Crawfurd haunting his dreams, and reproaching him with having forgotten him; and lastly, one verse in his well-worn Bible was constantly standing out before his aching eyes in letters of fire, and shining into his rebellious but scared heart, ""I will have mercy and not sacrifice.""  It is one thing to have been Christians all our lives, drawn along by a current, only broken by comparatively trivial, every-day temptations, contests and sacrifices, and another thing to wrestle with a decree that all at once confronts and contradicts a mistress-passion, a deeply-founded verdict, a strongly-rooted opinion whose overthrow will shake the entire framework of our lives.  Harry descended the stairs the next morning very pale and exhausted, and for the first time (though he was a widower by a peculiarly sorrowful visitation), with a certain wistful air which Mrs Jardine had observed in Anne. It touched her--a fiery, dogged woman--extremely, in the one case as in the other."	her	996	Mrs Jardine	951	TRUE	Anne	979	FALSE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1495-swap-2	"And, again, in the confusion and distraction of Mr Crawfurd's feelings, there was his brother Harry haunting his dreams, and reproaching him with having forgotten him; and lastly, one verse in his well-worn Bible was constantly standing out before his aching eyes in letters of fire, and shining into his rebellious but scared heart, ""I will have mercy and not sacrifice.""  It is one thing to have been Christians all our lives, drawn along by a current, only broken by comparatively trivial, every-day temptations, contests and sacrifices, and another thing to wrestle with a decree that all at once confronts and contradicts a mistress-passion, a deeply-founded verdict, a strongly-rooted opinion whose overthrow will shake the entire framework of our lives.  Mr Crawfurd descended the stairs the next morning very pale and exhausted, and for the first time (though he was a widower by a peculiarly sorrowful visitation), with a certain wistful air which Anne had observed in Mrs Jardine. It touched her--a fiery, dogged woman--extremely, in the one case as in the other."	her	1002	Anne	957	TRUE	Mrs Jardine	978	FALSE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1496	"""Well, if you can bring yourself to suggest it, and wish it, I need have no objection. Never mind me, mother. Besides, I shall be from home. Yes, I do believe it will be a good plan.""  ""I thought, Harry,"" said Mrs Jardine, so tremulously that Harry felt quite alarmed for his upright, obdurate mother, ""as Mr Crawfurd had been so friendly in his intentions towards you--the only man who has come forward with such a proposal and entreaty--isn't he, Harry?--that two of the Miss Crawfurds might consent to pay us a visit at last."	his	342	Harry	243	FALSE	Mr Crawfurd	306	TRUE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1496-control	"""Well, if you can bring yourself to suggest it, and wish it, I need have no objection. Never mind me, mother. Besides, I shall be from home. Yes, I do believe it will be a good plan.""  ""I thought, Mr Crawfurd,"" said Miss Crawfurds, so tremulously that Mr Crawfurd felt quite alarmed for his upright, obdurate mother, ""as Harry had been so friendly in his intentions towards you--the only man who has come forward with such a proposal and entreaty--isn't he, Harry?--that two of the Mrs Jardine might consent to pay us a visit at last."	his	351	Mr Crawfurd	252	FALSE	Harry	321	TRUE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1496-swap-1	"""Well, if you can bring yourself to suggest it, and wish it, I need have no objection. Never mind me, father. Besides, I shall be from home. Yes, I do believe it will be a good plan.""  ""I thought, Mrs Jardine,"" said Harry, so tremulously that Mrs Jardine felt quite alarmed for her upright, obdurate father, ""as Miss Crawfurds had been so friendly in her intentions towards you--the only woman who has come forward with such a proposal and entreaty--isn't she, Harry?--that two of the Mr Crawfurd might consent to pay us a visit at last."	her	351	Mrs Jardine	243	FALSE	Miss Crawfurds	312	TRUE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1496-swap-2	"""Well, if you can bring yourself to suggest it, and wish it, I need have no objection. Never mind me, father. Besides, I shall be from home. Yes, I do believe it will be a good plan.""  ""I thought, Miss Crawfurds,"" said Mr Crawfurd, so tremulously that Miss Crawfurds felt quite alarmed for her upright, obdurate father, ""as Mrs Jardine had been so friendly in her intentions towards you--the only woman who has come forward with such a proposal and entreaty--isn't she, Harry?--that two of the Harry might consent to pay us a visit at last."	her	360	Miss Crawfurds	252	FALSE	Mrs Jardine	324	TRUE	pg19140 Girlhood and Womanhood The Story of some Fortunes and Misfortunes (by Sarah Tytler)
1503	"I commend to your special care my servant Karl, who speaks no English, and will feel strange here at first. He has been my companion all this time, has given me most faithful service, and has saved my life more than once. He has now left the army to follow me.""  Fergus remained three months at home. Thirza was delighted with the country, and the affection shown by the people to Fergus; and studied diligently to learn the language, that she might be able to communicate personally with them, and above all with Mrs Drummond, to whom she speedily became much attached."	she	536	Thirza	301	TRUE	Mrs Drummond	514	FALSE	pg19714 With Frederick the Great A Story of the Seven Years' War (by G. A. Henty)
1503-control	"I commend to your special care my servant Fergus, who speaks no English, and will feel strange here at first. He has been my companion all this time, has given me most faithful service, and has saved my life more than once. He has now left the army to follow me.""  Karl remained three months at home. Mrs Drummond was delighted with the country, and the affection shown by the people to Karl; and studied diligently to learn the language, that she might be able to communicate personally with them, and above all with Thirza, to whom she speedily became much attached."	she	534	Mrs Drummond	301	TRUE	Thirza	518	FALSE	pg19714 With Frederick the Great A Story of the Seven Years' War (by G. A. Henty)
1503-swap-1	"I commend to your special care my servant Mrs Drummond, who speaks no English, and will feel strange here at first. She has been my companion all this time, has given me most faithful service, and has saved my life more than once. She has now left the army to follow me.""  Thirza remained three months at home. Fergus was delighted with the country, and the affection shown by the people to Thirza; and studied diligently to learn the language, that he might be able to communicate personally with them, and above all with Karl, to whom he speedily became much attached."	he	537	Fergus	311	TRUE	Karl	523	FALSE	pg19714 With Frederick the Great A Story of the Seven Years' War (by G. A. Henty)
1503-swap-2	"I commend to your special care my servant Thirza, who speaks no English, and will feel strange here at first. She has been my companion all this time, has given me most faithful service, and has saved my life more than once. She has now left the army to follow me.""  Mrs Drummond remained three months at home. Karl was delighted with the country, and the affection shown by the people to Mrs Drummond; and studied diligently to learn the language, that he might be able to communicate personally with them, and above all with Fergus, to whom he speedily became much attached."	he	543	Karl	311	TRUE	Fergus	527	FALSE	pg19714 With Frederick the Great A Story of the Seven Years' War (by G. A. Henty)
1504	"""What I was thinking was this, Effie,"" she continued, ""that if you really are not strong enough to go on with your work, we can now afford to keep you at home.""  ""Of course we can,"" said George.  He had scarcely said these words, half turning his back on Effie as he spoke, when the room door was opened by Mrs Robinson, and Lawson was announced.  When he saw his friend, George suddenly turned pale."	he	353	Lawson	325	FALSE	George	372	TRUE	pg19761 A Girl in Ten Thousand (by L. T. Meade)
1504-control	"""What I was thinking was this, Mrs Robinson,"" she continued, ""that if you really are not strong enough to go on with your work, we can now afford to keep you at home.""  ""Of course we can,"" said Lawson.  He had scarcely said these words, half turning his back on Mrs Robinson as he spoke, when the room door was opened by Effie, and George was announced.  When he saw his friend, Lawson suddenly turned pale."	he	360	George	332	FALSE	Lawson	379	TRUE	pg19761 A Girl in Ten Thousand (by L. T. Meade)
1504-swap-1	"""What I was thinking was this, George,"" he continued, ""that if you really are not strong enough to go on with your work, we can now afford to keep you at home.""  ""Of course we can,"" said Effie.  She had scarcely said these words, half turning her back on George as she spoke, when the room door was opened by Lawson, and Mrs Robinson was announced.  When she saw her friend, Effie suddenly turned pale."	she	355	Mrs Robinson	321	FALSE	Effie	375	TRUE	pg19761 A Girl in Ten Thousand (by L. T. Meade)
1504-swap-2	"""What I was thinking was this, Lawson,"" he continued, ""that if you really are not strong enough to go on with your work, we can now afford to keep you at home.""  ""Of course we can,"" said Mrs Robinson.  She had scarcely said these words, half turning her back on Lawson as she spoke, when the room door was opened by George, and Effie was announced.  When she saw her friend, Mrs Robinson suddenly turned pale."	she	355	Effie	328	FALSE	Mrs Robinson	375	TRUE	pg19761 A Girl in Ten Thousand (by L. T. Meade)
1505	"""What I was thinking was this, Effie,"" she continued, ""that if you really are not strong enough to go on with your work, we can now afford to keep you at home.""  ""Of course we can,"" said George.  He had scarcely said these words, half turning his back on Effie as he spoke, when the room door was opened by Mrs Robinson, and Lawson was announced.  When he saw his friend, George suddenly turned pale."	his	360	Lawson	325	FALSE	George	372	TRUE	pg19761 A Girl in Ten Thousand (by L. T. Meade)
